datetime,COGT,PT08_S1CO,NMHCGT,C6H6GT,PT08_S2NMHC,NOxGT,PT08_S3NOx,NO2GT,PT08_S4NO2,PT08_S5O3,T,RH,AH,hour,day_of_week,month,is_weekend
2004-08-14 16:00:00,0.7,874.0,275.0,3.559686944640014,685.75,36.0,1031.75,48.0,1401.5,500.5,38.85000038147,20.25,1.3820373012288418,16,5,8,1
2004-08-14 17:00:00,0.7,896.25,275.0,3.576894934619673,686.75,33.0,1005.5,46.0,1437.5,492.5,36.949999809265,27.10000038147,1.6683202046424914,17,5,8,1
2004-08-14 18:00:00,0.9,963.75,275.0,5.106145385761624,768.75,40.0,872.75,56.0,1546.25,571.75,35.175000190735,32.050000190735,1.7897854769856254,18,5,8,1
2004-08-14 19:00:00,1.2,1001.25,275.0,6.579527516625024,838.25,56.0,800.75,73.0,1613.75,668.25,32.0,38.22500038147,1.787975222383776,19,5,8,1
2004-08-14 20:00:00,1.4,1004.75,275.0,7.264107476149063,868.25,71.0,778.75,85.0,1632.75,771.0,29.824999809265,41.77499961853,1.7269475281401396,20,5,8,1
2004-08-14 21:00:00,1.2,978.75,275.0,6.139279509279001,818.25,57.0,797.0,72.0,1589.5,731.5,28.199999809265,45.875,1.727224319633576,21,5,8,1
2004-08-14 22:00:00,1.0,935.25,275.0,5.211861857678675,774.0,43.0,825.25,53.0,1562.25,686.75,27.14999961853,48.199999809265,1.707491525257095,22,5,8,1
2004-08-14 23:00:00,0.9,938.5,275.0,4.897490221739576,758.25,40.0,858.25,47.0,1543.5,663.75,26.674999713898,49.474999427795,1.704770367735446,23,5,8,1
2004-08-15 00:00:00,0.7,878.25,275.0,3.5296581382548093,684.0,26.0,946.5,37.0,1475.0,587.5,26.074999809265,50.849999427795,1.6916823537301724,0,6,8,1
2004-08-15 01:00:00,0.5,847.5,275.0,2.963972167403005,649.75,24.0,989.25,34.0,1479.25,609.75,25.700000286102,52.474999427795,1.70771960586533,1,6,8,1
2004-08-15 02:00:00,0.5,825.5,275.0,2.676090587829464,631.25,24.0,1028.0,33.0,1473.0,593.25,24.75,55.424999237061,1.705429651951264,2,6,8,1
2004-08-15 03:00:00,0.4,804.25,275.0,2.1766195262225123,597.0,24.0,1077.0,33.0,1453.5,566.25,23.800000190735,57.5,1.6722614297755631,3,6,8,1
2004-08-15 04:00:00,0.4,788.5,275.0,2.002012781782857,584.25,18.0,1107.0,27.0,1456.5,570.75,22.425000190735,62.150000572205,1.664753128493255,4,6,8,1
2004-08-15 05:00:00,0.4,784.5,275.0,2.38632864280939,611.75,18.0,1054.25,27.0,1443.0,613.75,22.52499961853,61.800001144409,1.6653547266763575,5,6,8,1
2004-08-15 06:00:00,0.4,771.5,275.0,1.9919360621192284,583.5,19.0,1148.5,27.0,1413.5,565.5,22.724999904633,59.174999237061,1.6138769203283407,6,6,8,1
2004-08-15 07:00:00,0.5,795.5,275.0,2.5443192057017083,622.5,22.0,1064.0,28.0,1425.0,593.5,23.02499961853,58.424999237061,1.6223272217069336,7,6,8,1
2004-08-15 08:00:00,0.7,875.25,275.0,3.4954723944380346,682.0,34.0,983.0,36.0,1457.0,610.5,23.924999713898,56.275000572205,1.6488584795431034,8,6,8,1
2004-08-15 09:00:00,1.1,954.5,275.0,5.977547426091629,810.75,61.0,841.25,59.0,1562.0,758.5,26.299999713898,50.100001335144,1.6888549558446249,9,6,8,1
2004-08-15 10:00:00,1.0,937.5,275.0,5.293026866602364,778.0,46.0,896.0,56.0,1519.75,699.75,32.14999961853,34.0,1.6038538968193805,10,6,8,1
2004-08-15 11:00:00,1.2,953.75,275.0,6.302848755839772,825.75,56.0,870.25,70.0,1530.75,691.25,35.825000762939,25.675000190735,1.486084982782973,11,6,8,1
2004-08-15 12:00:00,1.1,875.0,275.0,4.794557233587375,753.0,31.0,978.25,36.0,1402.0,578.75,38.27499961853,19.75,1.3066710631948186,12,6,8,1
2004-08-15 13:00:00,0.6,809.75,275.0,3.190110702966785,663.75,11.0,1122.75,17.0,1312.25,478.0,37.25,20.549999713898,1.2859665112731746,13,6,8,1
2004-08-15 14:00:00,0.4,746.0,275.0,2.566706973107863,624.0,8.0,1226.5,14.0,1209.0,410.0,36.325000762939,18.449999809265,1.0976262040538731,14,6,8,1
2004-08-15 15:00:00,0.4,738.25,275.0,2.3646274029643117,610.25,14.0,1281.0,24.0,1203.75,404.25,36.849999427795,16.900000095367,1.0347239734022502,15,6,8,1
2004-08-15 16:00:00,0.5,771.0,275.0,3.0038336209830145,652.25,21.0,1222.75,36.0,1239.25,440.0,37.85000038147,15.925000190735,1.029607221171202,16,6,8,1
2004-08-15 17:00:00,0.6,799.25,275.0,3.1004256149760825,658.25,26.0,1216.25,43.0,1254.0,460.5,36.724999427795,17.099999904633,1.039839675419833,17,6,8,1
2004-08-15 18:00:00,0.8,830.75,275.0,3.4359890246922533,678.5,37.0,1142.5,60.0,1291.0,526.25,33.77499961853,21.875,1.1302712630396932,18,6,8,1
2004-08-15 19:00:00,1.0,884.75,275.0,4.605875124524935,743.25,53.0,1015.75,81.0,1379.0,646.5,32.575000762939,24.599999904633,1.1885163352873012,19,6,8,1
2004-08-15 20:00:00,1.1,882.75,275.0,4.378099661241634,731.25,56.0,987.5,87.0,1384.0,692.5,30.550000190735,28.425000190735,1.2247074762896268,20,6,8,1
2004-08-15 21:00:00,1.1,906.25,275.0,5.529347269408193,789.5,51.0,936.25,85.0,1429.5,728.75,29.375,30.5,1.2287566946277422,21,6,8,1
2004-08-15 22:00:00,1.6,981.5,275.0,8.166234911142775,906.0,79.0,783.5,91.0,1560.75,1002.25,28.449999809265,34.39999961853,1.31402675142956,22,6,8,1
2004-08-15 23:00:00,0.9,892.0,275.0,5.046151091189926,765.75,38.0,879.75,55.0,1399.25,796.5,28.324999809265,34.14999961853,1.2950937943344951,23,6,8,1
2004-08-16 00:00:00,0.7,841.25,275.0,3.9959242929204266,710.5,25.0,956.25,42.0,1366.75,684.5,27.800000190735,35.249999046326,1.2968003948605409,0,0,8,0
2004-08-16 01:00:00,0.7,859.25,275.0,3.676526439069904,692.5,24.0,988.25,43.0,1376.75,710.0,25.349999904633,39.699999809265,1.265629977276036,1,0,8,0
2004-08-16 02:00:00,0.5,810.0,275.0,3.076155477904867,656.75,11.0,1016.25,20.0,1336.5,629.0,24.5,41.525000572205,1.2589477852817277,2,0,8,0
2004-08-16 03:00:00,0.4,759.25,275.0,1.756638462509187,565.5,11.0,1175.25,20.0,1266.75,502.75,24.75,39.75,1.2231092394807483,3,0,8,0
2004-08-16 04:00:00,0.3,748.5,275.0,1.4834002480253918,543.25,16.0,1237.75,23.0,1243.5,461.75,23.349999904633,41.875,1.1855911804078738,4,0,8,0
2004-08-16 05:00:00,0.4,765.75,275.0,2.448273802348856,616.0,43.0,1163.25,43.0,1306.0,529.75,21.500000476837,45.624999046326,1.155816583183578,5,0,8,0
2004-08-16 06:00:00,0.9,864.75,275.0,5.400366310442631,783.25,86.0,893.25,68.0,1445.5,838.0,21.349999904633,46.974999427795,1.17926246990968,6,0,8,0
2004-08-16 07:00:00,1.3,923.5,275.0,8.51218364634849,920.0,92.0,766.75,62.0,1534.25,945.75,22.175000190735,44.97500038147,1.1867197906558435,7,0,8,0
2004-08-16 08:00:00,1.6,973.25,275.0,10.86645022238897,1009.5,102.0,722.25,65.0,1615.5,1014.0,23.64999961853,40.75,1.1745796227124314,8,0,8,0
2004-08-16 09:00:00,2.1,1027.75,275.0,11.96086428593333,1048.25,171.0,719.25,93.0,1624.25,1134.5,27.099999904633,32.449999809265,1.146203032415651,9,0,8,0
2004-08-16 10:00:00,2.0,979.0,275.0,10.58447377011375,999.25,148.0,795.5,110.0,1515.0,1026.5,33.350000858307,20.099999904633,1.0142095838424925,10,0,8,0
2004-08-16 11:00:00,1.4,892.25,275.0,7.4044776893376385,874.25,119.0,923.25,106.0,1369.25,749.0,35.27499961853,17.0,0.9545968653901152,11,0,8,0
2004-08-16 12:00:00,1.4,891.66666666667,275.0,7.281591093272267,869.0,71.0,953.33333333333,77.0,1363.0,632.0,37.399998982747,14.733333269755,0.9295388295490524,12,0,8,0
2004-08-16 13:00:00,0.9,835.5,275.0,4.558016073200626,740.75,53.0,1065.0,60.0,1276.5,478.5,38.550000190735,14.625,0.9820999034844912,13,0,8,0
2004-08-16 14:00:00,0.8,824.0,275.0,3.950886235587856,708.0,61.0,1090.5,67.0,1255.5,463.0,35.77499961853,17.799999713898,1.027444905070994,14,0,8,0
2004-08-16 15:00:00,0.8,825.25,275.0,3.848125952943005,702.25,53.0,1076.5,57.0,1267.25,458.0,38.400000572205,16.449999809265,1.0957289777112729,15,0,8,0
2004-08-16 16:00:00,1.0,871.0,275.0,4.956727116899973,761.25,61.0,1014.5,60.0,1346.0,520.25,39.724999427795,15.325000047684,1.0963183362658584,16,0,8,0
2004-08-16 17:00:00,1.3,903.0,275.0,6.906801269418972,852.75,72.0,930.0,69.0,1420.0,605.5,38.77499961853,15.75,1.0705767610623484,17,0,8,0
2004-08-16 18:00:00,1.3,944.25,275.0,6.992541336076682,856.5,67.0,879.5,77.0,1463.25,631.0,35.174999237061,22.324999809265,1.2467069606760048,18,0,8,0
2004-08-16 19:00:00,1.3,969.0,275.0,6.849891943840394,850.25,70.0,857.0,77.0,1502.75,695.25,31.675000190735,28.224999904633,1.2962231350130655,19,0,8,0
2004-08-16 20:00:00,1.6,1005.0,275.0,8.481046789922036,918.75,81.0,788.0,87.0,1542.75,870.75,30.425000190735,30.900000095367,1.3218992696710108,20,0,8,0
2004-08-16 21:00:00,1.4,971.5,275.0,7.97130332309673,898.0,79.0,806.75,88.0,1507.75,878.75,29.5,32.050000190735,1.300491781144395,21,0,8,0
2004-08-16 22:00:00,1.3,960.0,275.0,5.712096271148231,798.25,73.0,853.5,84.0,1459.25,780.25,28.0,34.89999961853,1.2988892119124795,22,0,8,0
2004-08-16 23:00:00,1.0,945.5,275.0,5.0711119746790105,767.0,57.0,869.75,65.0,1442.5,728.25,28.150000095367,36.550000190735,1.3721582071746743,23,0,8,0
2004-08-17 00:00:00,0.9,958.75,275.0,5.467274438558492,786.5,45.0,829.5,54.0,1459.75,820.75,26.5,40.674999237061,1.387284064314971,0,1,8,0
2004-08-17 01:00:00,0.6,877.0,275.0,3.088280382026013,657.5,25.0,963.75,37.0,1349.25,663.0,28.27499961853,36.699999809265,1.38778359062456,1,1,8,0
2004-08-17 02:00:00,0.5,867.0,275.0,2.884931454505132,644.75,23.0,1001.25,36.0,1385.25,656.0,25.674999713898,43.800000190735,1.4233109221791949,2,1,8,0
2004-08-17 03:00:00,0.5,835.75,275.0,2.592931640953135,625.75,23.0,1023.5,36.0,1397.25,638.75,24.299999713898,48.950000762939,1.4665569967197525,3,1,8,0
2004-08-17 04:00:00,0.4,820.0,275.0,2.1801052689444016,597.25,18.0,1069.25,29.0,1346.25,602.75,24.275000095367,48.299999237061,1.4449370000454744,4,1,8,0
2004-08-17 05:00:00,0.4,827.5,275.0,2.473977118278611,617.75,23.0,1038.75,25.0,1354.25,559.75,23.625,49.175000190735,1.4153111785300394,5,1,8,0
2004-08-17 06:00:00,1.0,928.75,275.0,5.560495657617175,791.0,59.0,841.25,41.0,1492.5,788.5,22.150000095367,53.89999961853,1.4200773189474338,6,1,8,0
2004-08-17 07:00:00,2.2,1117.5,275.0,12.868432241320129,1079.25,135.0,637.75,68.0,1761.25,1144.75,22.52499961853,52.324999809265,1.4100272514895005,7,1,8,0
2004-08-17 08:00:00,2.5,1155.25,275.0,16.027250694192563,1180.5,167.0,579.75,82.0,1849.5,1302.0,24.300000190735,47.799999237061,1.4321026397481953,8,1,8,0
2004-08-17 09:00:00,2.3,1112.25,275.0,12.228706894387535,1057.5,190.0,654.25,137.0,1695.0,1297.25,27.324999809265,40.650000572205,1.4547726265426415,9,1,8,0
2004-08-17 10:00:00,2.0,1094.0,275.0,10.023350836379478,978.5,142.0,716.5,119.0,1632.5,1191.75,33.300000667572,28.199999809265,1.418948908322102,10,1,8,0
2004-08-17 11:00:00,2.0,1021.75,275.0,7.766392552688361,889.5,142.0,802.75,119.0,1499.0,861.5,35.300000190735,23.099999904633,1.298919897363413,11,1,8,0
2004-08-17 12:00:00,2.0,967.75,275.0,5.860115705535284,805.25,142.0,875.25,119.0,1391.0,648.5,36.099999427795,21.275000095367,1.2501617408833468,12,1,8,0
2004-08-17 13:00:00,2.0,977.75,275.0,6.607473744376966,839.5,142.0,852.0,119.0,1422.0,694.25,38.5,18.0,1.205475774049595,13,1,8,0
2004-08-17 14:00:00,2.0,946.5,275.0,4.750728721412927,750.75,142.0,921.75,119.0,1358.25,594.75,36.474999427795,20.75,1.244646806430353,14,1,8,0
2004-08-17 15:00:00,2.0,997.25,275.0,5.918707400673933,808.0,142.0,870.0,119.0,1447.0,662.25,38.824999809265,19.125,1.3034982119397398,15,1,8,0
2004-08-17 16:00:00,2.0,1026.0,275.0,6.015120208960161,812.5,142.0,842.5,119.0,1462.5,691.75,38.849999427795,19.799999713898,1.3513252721574545,16,1,8,0
2004-08-17 17:00:00,2.0,973.25,275.0,5.01129410974165,764.0,142.0,914.0,119.0,1372.75,619.0,38.125,19.700000286102,1.29281574911859,17,1,8,0
2004-08-17 18:00:00,2.0,924.75,275.0,4.192061415723198,721.25,142.0,968.75,119.0,1316.5,484.25,36.125,20.650000095367,1.215102194836442,18,1,8,0
2004-08-17 19:00:00,2.0,956.75,275.0,5.041165216615164,765.5,142.0,929.0,119.0,1379.5,516.25,32.824999809265,24.275000095367,1.1893894984703983,19,1,8,0
2004-08-17 20:00:00,2.0,1029.0,275.0,7.457411567811447,876.5,142.0,806.5,119.0,1489.25,775.5,30.375,29.800000190735,1.2712138801935815,20,1,8,0
2004-08-17 21:00:00,2.0,1108.5,275.0,9.325773709573658,952.0,142.0,735.25,119.0,1601.0,1041.0,29.099999904633,33.575000762939,1.3314451434349868,21,1,8,0
2004-08-17 22:00:00,2.0,1105.0,275.0,9.976623939037175,976.75,142.0,692.0,119.0,1618.25,1137.75,28.575000286102,35.675000190735,1.372595010740854,22,1,8,0
2004-08-17 23:00:00,2.0,1038.5,275.0,8.160112924625768,905.75,142.0,727.75,119.0,1544.75,1090.5,27.974999904633,36.125,1.342535638565869,23,1,8,0
2004-08-18 00:00:00,2.0,964.5,275.0,6.4460893359755085,832.25,142.0,795.0,119.0,1455.25,977.5,25.825000286102,39.5,1.2949464327639728,0,2,8,0
2004-08-18 01:00:00,2.0,955.0,275.0,5.99363775677734,811.5,142.0,823.25,119.0,1464.0,936.0,25.050000190735,40.050000190735,1.2543896270308836,1,2,8,0
2004-08-18 02:00:00,2.0,935.0,275.0,5.379849891846783,782.25,142.0,846.75,119.0,1428.25,866.75,24.449999809265,42.52499961853,1.285449675393761,2,2,8,0
2004-08-18 03:00:00,2.0,901.5,275.0,4.448750215974709,735.0,142.0,890.0,119.0,1409.75,780.5,22.974999904633,46.175000190735,1.2783403173491474,3,2,8,0
2004-08-18 04:00:00,2.0,874.75,275.0,4.050256979222614,713.5,142.0,903.25,119.0,1378.75,746.0,22.549999713898,46.72500038147,1.261013415222294,4,2,8,0
2004-08-18 05:00:00,2.0,884.0,275.0,4.33594097421864,729.0,142.0,919.75,119.0,1389.0,836.5,22.924999713898,45.72500038147,1.2620968612782315,5,2,8,0
2004-08-18 06:00:00,2.0,942.0,275.0,6.29188712636252,825.25,142.0,870.25,119.0,1449.75,995.0,23.799999713898,41.77499961853,1.2149342366467466,6,2,8,0
2004-08-18 07:00:00,2.0,1077.0,275.0,10.92183820793345,1011.5,142.0,707.75,119.0,1633.25,1138.25,24.425000667572,42.625,1.2865638949096223,7,2,8,0
2004-08-18 08:00:00,2.0,1040.0,275.0,11.20057651167028,1021.5,142.0,713.25,119.0,1623.75,997.75,27.349999427795,36.799999237061,1.318905886705665,8,2,8,0
2004-08-18 09:00:00,2.0,982.25,275.0,6.529351622974581,836.0,142.0,840.0,119.0,1498.25,695.75,29.599999904633,35.35000038147,1.4426399613861896,9,2,8,0
2004-08-18 10:00:00,2.0,995.25,275.0,5.738409861607065,799.5,142.0,896.0,119.0,1501.25,614.75,34.649998664856,28.275000095367,1.53376788796544,10,2,8,0
2004-08-18 11:00:00,2.0,1024.0,275.0,7.049951745139518,859.0,142.0,810.0,119.0,1576.25,709.75,33.050000190735,32.625000476837,1.6187964058580622,11,2,8,0
2004-08-18 12:00:00,2.0,1029.25,275.0,5.5656943067991325,791.25,142.0,855.0,119.0,1567.0,650.75,33.300000190735,33.075000762939,1.6642459323201344,12,2,8,0
2004-08-18 13:00:00,2.0,1002.5,275.0,5.467274438558492,786.5,142.0,850.0,119.0,1518.0,636.0,34.599998474121,30.124999523163,1.6295973562509152,13,2,8,0
2004-08-18 14:00:00,2.0,987.25,275.0,5.379849891846783,782.25,142.0,874.75,119.0,1514.0,592.5,34.925000190735,29.549999713898,1.6275270942766618,14,2,8,0
2004-08-18 15:00:00,2.0,1022.75,275.0,7.038453654816475,858.5,142.0,809.5,119.0,1590.25,683.75,35.60000038147,28.500000476837,1.6292931497296872,15,2,8,0
2004-08-18 16:00:00,1.4,1023.25,275.0,7.4103512917057,874.5,83.0,784.75,71.0,1589.5,710.5,36.424999237061,27.125000476837,1.622587687585216,16,2,8,0
2004-08-18 17:00:00,1.7,1063.75,275.0,9.06812908450501,942.0,94.0,735.0,78.0,1650.0,801.25,36.75,26.249999523163,1.5984287662689256,17,2,8,0
2004-08-18 18:00:00,1.5,1042.25,275.0,8.908666294895685,935.75,84.0,759.0,72.0,1630.0,769.75,36.449998855591,26.77499961853,1.603846256866286,18,2,8,0
2004-08-18 19:00:00,1.7,1059.25,275.0,9.196566740238415,947.0,90.0,732.5,74.0,1670.5,813.0,33.324999809265,32.800000190735,1.6527171222205468,19,2,8,0
2004-08-18 20:00:00,1.6,1050.25,275.0,8.52465200763202,920.5,91.0,743.25,70.0,1682.5,851.25,31.349999904633,39.474999427795,1.779847299898509,20,2,8,0
2004-08-18 21:00:00,1.4,1024.75,275.0,7.928929906349982,896.25,70.0,738.25,55.0,1693.25,822.5,29.875000476837,44.650000572205,1.851084266962359,21,2,8,0
2004-08-18 22:00:00,1.4,1028.5,275.0,6.079764050342559,815.5,75.0,803.5,54.0,1623.75,778.25,29.074999809265,48.449999809265,1.918566586838923,22,2,8,0
2004-08-18 23:00:00,1.4,1054.5,275.0,6.412912052758098,830.75,72.0,769.0,53.0,1685.75,826.75,27.950000286102,52.925000190735,1.964038619096008,23,2,8,0
2004-08-19 00:00:00,1.2,1000.5,275.0,5.727878238397379,799.0,59.0,800.25,46.0,1641.75,753.0,27.724999904633,53.025000572205,1.942252651161064,0,3,8,0
2004-08-19 01:00:00,0.9,935.75,275.0,4.354656697172651,730.0,48.0,863.5,38.0,1551.0,725.75,27.674999713898,52.574999809265,1.920191199803784,1,3,8,0
2004-08-19 02:00:00,0.6,862.5,275.0,2.335824002116313,608.25,41.0,1034.75,30.0,1465.0,596.75,28.324999809265,49.52499961853,1.8781704359250984,2,3,8,0
2004-08-19 03:00:00,0.4,834.33333333333,275.0,1.7545188674267451,565.33333333333,41.0,1186.6666666667,30.0,1443.6666666667,473.33333333333,28.800000508626,49.033332824707,1.9111821607333104,3,3,8,0
2004-08-19 04:00:00,0.5,841.25,275.0,1.9154028575292,577.75,11.0,1143.75,16.0,1464.25,463.25,27.724999904633,52.500000953674,1.9230224410724877,4,3,8,0
2004-08-19 05:00:00,0.5,871.0,275.0,2.371851757653148,610.75,11.0,1077.25,12.0,1494.25,526.0,27.450000286102,52.97500038147,1.9096848575112544,5,3,8,0
2004-08-19 06:00:00,0.8,962.0,275.0,4.668410213400028,746.5,37.0,861.75,38.0,1605.0,711.75,27.050000667572,54.425000190735,1.9168150849621484,6,3,8,0
2004-08-19 07:00:00,1.4,1083.25,275.0,7.760400228527269,889.25,72.0,724.5,56.0,1734.0,918.0,27.574999809265,52.14999961853,1.8936450096904405,7,3,8,0
2004-08-19 08:00:00,1.2,1060.75,275.0,7.7903815648974515,890.5,53.0,721.25,57.0,1697.0,894.0,29.0,48.525001525879,1.9132670734857584,8,3,8,0
2004-08-19 09:00:00,1.0,1011.75,275.0,6.269988276397668,824.25,31.0,802.5,39.0,1611.75,709.75,30.950000762939,42.900000572205,1.890891237860972,9,3,8,0
2004-08-19 10:00:00,1.2,1030.75,275.0,6.484888375798436,834.0,47.0,792.5,47.0,1640.0,737.25,32.52499961853,39.39999961853,1.898217950305952,10,3,8,0
2004-08-19 11:00:00,1.1,1011.0,275.0,6.085164330889835,815.75,33.0,829.75,35.0,1613.75,680.0,36.85000038147,30.924999713898,1.893422489250604,11,3,8,0
2004-08-19 12:00:00,1.2,1009.25,275.0,6.259051060090584,823.75,35.0,821.75,44.0,1606.0,669.5,36.224999427795,30.599999427795,1.8104960853312853,12,3,8,0
2004-08-19 13:00:00,1.1,980.0,275.0,5.596929682822607,792.75,32.0,858.25,43.0,1549.25,653.5,37.699999809265,27.724999904633,1.7779732978355427,13,3,8,0
2004-08-19 14:00:00,1.0,960.5,275.0,5.807066327844245,802.75,23.0,851.75,34.0,1552.0,617.75,37.124999046326,27.150000095367,1.687437794764347,14,3,8,0
2004-08-19 15:00:00,1.0,965.75,275.0,5.4209160125202605,784.25,27.0,870.25,36.0,1530.25,652.0,39.525000572205,24.325000286102,1.7215784892341952,15,3,8,0
2004-08-19 16:00:00,1.2,1021.75,275.0,6.810174913240995,848.5,32.0,812.75,44.0,1583.25,732.25,39.875,23.75,1.7127445485286923,16,3,8,0
2004-08-19 17:00:00,1.7,1090.5,275.0,9.345221010408595,952.75,51.0,723.0,63.0,1687.5,853.25,39.625,24.25,1.7255103635271818,17,3,8,0
2004-08-19 18:00:00,1.7,1063.0,275.0,8.481046789922036,918.75,46.0,735.0,60.0,1676.25,821.0,37.224999427795,29.10000038147,1.8185239908426092,18,3,8,0
2004-08-19 19:00:00,1.7,1116.0,275.0,9.332254224116117,952.25,62.0,702.0,66.0,1759.0,894.75,33.875,37.074999809265,1.926353022563588,19,3,8,0
2004-08-19 20:00:00,1.7,1100.5,275.0,7.4103512917057,874.5,65.0,722.25,68.0,1747.75,927.25,31.624999523163,43.550000190735,1.9943738945940448,20,3,8,0
2004-08-19 21:00:00,1.7,1072.0,275.0,6.412912052758098,830.75,65.0,756.5,68.0,1676.5,857.25,30.25,47.300000190735,2.0034011650689827,21,3,8,0
2004-08-19 22:00:00,1.7,1079.75,275.0,7.772386848630005,889.75,65.0,722.75,68.0,1701.5,869.25,29.799999713898,49.050001144409,2.024792599282377,22,3,8,0
2004-08-19 23:00:00,1.7,1005.0,275.0,5.576097817863698,791.75,65.0,809.25,68.0,1637.5,724.5,28.999999523163,51.675000190735,2.037466678344848,23,3,8,0
2004-08-20 00:00:00,1.7,998.25,275.0,5.25237752206223,776.0,65.0,810.0,68.0,1608.0,664.5,28.549999713898,52.14999961853,2.003578693639694,0,4,8,0
2004-08-20 01:00:00,1.7,999.5,275.0,4.996386946200936,763.25,65.0,806.5,68.0,1618.75,679.75,27.724999427795,53.675000190735,1.966061431643883,1,4,8,0
2004-08-20 02:00:00,1.7,931.5,275.0,4.169049102505206,720.0,65.0,858.75,68.0,1561.5,604.5,27.424999713898,53.525000572205,1.9267101282172705,2,4,8,0
2004-08-20 03:00:00,1.7,808.0,275.0,1.436377972058818,539.25,65.0,1205.75,68.0,1382.5,426.5,28.549999713898,48.72500038147,1.8719918183318884,3,4,8,0
2004-08-20 05:00:00,1.7,886.0,275.0,2.404477535468702,613.0,65.0,1075.25,68.0,1483.75,521.5,27.050000190735,54.824999809265,1.9309027722414835,5,4,8,0
2004-08-20 06:00:00,1.7,974.25,275.0,4.5436999334123085,740.0,65.0,872.5,68.0,1595.25,703.0,26.125000476837,58.950000762939,1.9669125646938412,6,4,8,0
2004-08-20 07:00:00,1.7,1112.0,275.0,8.908666294895685,935.75,65.0,683.25,68.0,1791.5,965.25,26.700000286102,58.025000572205,2.0023013586502603,7,4,8,0
2004-08-20 08:00:00,1.7,1175.25,275.0,12.875866141999705,1079.5,65.0,591.25,68.0,1930.75,1102.0,27.925000190735,54.925000190735,2.0353087183258447,8,4,8,0
2004-08-20 09:00:00,1.7,1090.5,275.0,8.624678823055866,924.5,65.0,701.25,68.0,1752.75,1058.25,29.724999904633,50.525000572205,2.076747769320657,9,4,8,0
